st_postaje,tip_postaje,leto,tprim12,tprim15,zacetek_ks,konec_ks,traj_ks,tpres18,tpres21,tpres23,cdd24
65,registrator,1972,,,,,,,,,
65,registrator,1973,,,,,,,,,
65,registrator,1974,,,,,,,,,
65,registrator,1975,,,,,,,,,
65,registrator,1976,,,,,,,,,
65,registrator,1977,,,,,,,,,
65,registrator,1978,,,,,,,,,
65,registrator,1979,,,,,,,,,
65,registrator,1980,,,,,,,,,
65,registrator,1981,,,,,,,,,
65,registrator,1982,,,,,,,,,
65,registrator,1983,,,,,,,,,
65,registrator,1984,,,,,,,,,
65,registrator,1985,,,,,,,,,
65,registrator,1986,,,,,,,,,
65,registrator,1987,,,,,,,,,
65,registrator,1988,,,,,,,,,
65,registrator,1989,,,,,,,,,
65,registrator,1990,,,,,,,,,
65,registrator,1991,,,,,,,,,
65,registrator,1992,,,,,,,,,
65,registrator,1993,,,,,,,,,
65,registrator,1994,,,,,,,,,
65,registrator,1995,,,,,,,,,
65,registrator,1996,,,,,,,,,
65,registrator,1997,,,,,,,,,
65,registrator,1998,,,,,,,,,
65,registrator,1999,,,,,,,,,
65,registrator,2000,,,,,,,,,
65,registrator,2001,,,,,,,,,
65,registrator,2002,3587,3232,2001-09-07,2002-06-12,279,66,10,0,0
65,registrator,2003,3586,3194,2002-09-16,2003-05-25,252,218,57,10,14
65,registrator,2004,3994,3574,2003-09-03,2004-06-09,281,53,4,0,0
65,registrator,2005,3759,3396,2004-07-14,2005-06-15,337,83,12,2,0
65,registrator,2006,4020,3564,2005-09-20,2006-06-12,266,128,27,6,12
65,registrator,2007,,,,,,,,,
65,registrator,2008,3747,3393,2007-09-07,2008-06-19,287,90,5,0,0
65,registrator,2009,,,,,,,,,
65,registrator,2010,3704,3392,2009-09-08,2010-06-06,272,110,20,5,8
65,registrator,2011,3544,3212,2010-08-31,2011-05-20,263,118,32,7,14
65,registrator,2012,,,,,,,,,
65,registrator,2013,,,,,,,,,
65,registrator,2014,3299,2952,2013-09-14,2014-06-06,266,42,6,1,0
65,registrator,2015,3337,3126,2014-07-11,2015-06-26,351,180,55,13,18
65,registrator,2016,3526,3104,2015-09-08,2016-06-07,274,87,7,0,0
65,registrator,2017,,,,,,,,,
65,registrator,2018,,,,,,,,,
65,registrator,2019,,,,,,,,,
65,registrator,2020,,,,,,,,,
65,registrator,2021,,,,,,,,,
65,registrator,2022,,,,,,,,,
66,podnebna,1961,2614,2424,1960-10-14,1961-05-19,218,165,36,6,14
66,podnebna,1962,3057,2696,1961-10-21,1962-06-15,238,226,59,11,16
66,podnebna,1963,,,,,,,,,
66,podnebna,1964,3003,2706,1963-10-12,1964-05-08,210,213,40,7,12
66,podnebna,1965,3212,1992,1964-09-24,1965-05-10,229,131,30,5,11
66,podnebna,1966,2886,2577,1965-09-22,1966-05-14,235,159,21,4,4
66,podnebna,1967,2816,2532,1966-10-30,1967-05-07,190,244,61,15,27
66,podnebna,1968,2845,2560,1967-10-22,1968-05-23,215,153,57,22,42
66,podnebna,1969,2997,2718,1968-10-22,1969-05-13,204,171,39,7,8
66,podnebna,1970,3087,2919,1969-10-05,1970-06-02,241,213,55,13,25
66,podnebna,1971,2942,2715,1970-10-02,1971-05-08,219,220,56,11,20
66,podnebna,1972,2903,2594,1971-09-19,1972-05-24,249,175,40,9,23
66,podnebna,1973,3143,2740,1972-09-14,1973-05-02,231,177,25,2,3
66,podnebna,1974,2917,2587,1973-09-29,1974-06-16,261,171,45,14,25
66,podnebna,1975,3018,2713,1974-09-28,1975-05-13,228,176,18,1,0
66,podnebna,1976,3072,2756,1975-10-11,1976-05-04,207,138,28,4,3
66,podnebna,1977,2741,2524,1976-09-06,1977-05-19,256,135,10,0,0
66,podnebna,1978,3075,2766,1977-09-23,1978-05-20,240,105,11,0,0
66,podnebna,1979,3161,2810,1978-09-03,1979-05-11,251,170,22,0,0
66,podnebna,1980,3149,2773,1979-09-27,1980-06-04,252,138,35,11,20
66,podnebna,1981,3127,2856,1980-10-12,1981-05-09,210,184,29,6,10
66,podnebna,1982,3161,2818,1981-10-15,1982-05-13,211,248,57,7,4
66,podnebna,1983,2798,2457,1982-10-07,1983-05-31,237,237,58,18,30
66,podnebna,1984,3118,2706,1983-10-15,1984-06-02,232,116,22,3,3
66,podnebna,1985,2939,2756,1984-09-25,1985-05-12,230,211,53,7,7
66,podnebna,1986,3040,2668,1985-10-16,1986-06-10,238,283,72,15,24
66,podnebna,1987,3170,2870,1986-10-16,1987-05-25,222,250,60,10,16
66,podnebna,1988,2742,2465,1987-10-01,1988-05-06,219,242,83,23,41
66,podnebna,1989,2837,2455,1988-09-17,1989-06-11,268,163,34,6,10
66,podnebna,1990,2799,2444,1989-10-02,1990-06-02,244,229,61,13,19
66,podnebna,1991,,,,,,,,,
66,podnebna,1992,,,,,,,,,
66,podnebna,1993,,,,,,,,,
66,podnebna,1994,,,,,,,,,
66,podnebna,1995,,,,,,,,,
66,podnebna,1996,,,,,,,,,
66,podnebna,1997,,,,,,,,,
66,podnebna,1998,,,,,,,,,
66,podnebna,1999,,,,,,,,,
66,podnebna,2000,,,,,,,,,
66,podnebna,2001,,,,,,,,,
66,podnebna,2002,,,,,,,,,
66,podnebna,2003,,,,,,,,,
66,podnebna,2004,,,,,,,,,
66,podnebna,2005,,,,,,,,,
66,podnebna,2006,,,,,,,,,
66,podnebna,2007,,,,,,,,,
66,podnebna,2008,,,,,,,,,
66,podnebna,2009,,,,,,,,,
66,podnebna,2010,,,,,,,,,
66,podnebna,2011,,,,,,,,,
66,podnebna,2012,,,,,,,,,
66,podnebna,2013,,,,,,,,,
66,podnebna,2014,,,,,,,,,
66,podnebna,2015,,,,,,,,,
66,podnebna,2016,,,,,,,,,
66,podnebna,2017,,,,,,,,,
66,podnebna,2018,,,,,,,,,
66,podnebna,2019,,,,,,,,,
66,podnebna,2020,,,,,,,,,
66,podnebna,2021,,,,,,,,,
66,podnebna,2022,,,,,,,,,
68,samodejna,1961,,,,,,,,,
68,samodejna,1962,,,,,,,,,
68,samodejna,1963,,,,,,,,,
68,samodejna,1964,,,,,,,,,
68,samodejna,1965,,,,,,,,,
68,samodejna,1966,,,,,,,,,
68,samodejna,1967,,,,,,,,,
68,samodejna,1968,,,,,,,,,
68,samodejna,1969,,,,,,,,,
68,samodejna,1970,,,,,,,,,
68,samodejna,1971,,,,,,,,,
68,samodejna,1972,,,,,,,,,
68,samodejna,1973,,,,,,,,,
68,samodejna,1974,,,,,,,,,
68,samodejna,1975,,,,,,,,,
68,samodejna,1976,,,,,,,,,
68,samodejna,1977,,,,,,,,,
68,samodejna,1978,,,,,,,,,
68,samodejna,1979,,,,,,,,,
68,samodejna,1980,,,,,,,,,
68,samodejna,1981,,,,,,,,,
68,samodejna,1982,,,,,,,,,
68,samodejna,1983,,,,,,,,,
68,samodejna,1984,,,,,,,,,
68,samodejna,1985,,,,,,,,,
68,samodejna,1986,,,,,,,,,
68,samodejna,1987,,,,,,,,,
68,samodejna,1988,,,,,,,,,
68,samodejna,1989,,,,,,,,,
68,samodejna,1990,,,,,,,,,
68,samodejna,1991,,,,,,,,,
68,samodejna,1992,,,,,,,,,
68,samodejna,1993,,,,,,,,,
68,samodejna,1994,,,,,,,,,
68,samodejna,1995,,,,,,,,,
68,samodejna,1996,,,,,,,,,
68,samodejna,1997,,,,,,,,,
68,samodejna,1998,,,,,,,,,
68,samodejna,1999,,,,,,,,,
68,samodejna,2000,,,,,,,,,
68,samodejna,2001,,,,,,,,,
68,samodejna,2002,,,,,,,,,
68,samodejna,2003,,,,,,,,,
68,samodejna,2004,,,,,,,,,
68,samodejna,2005,,,,,,,,,
68,samodejna,2006,,,,,,,,,
68,samodejna,2007,,,,,,,,,
68,samodejna,2008,,,,,,,,,
68,samodejna,2009,,,,,,,,,
68,samodejna,2010,,,,,,,,,
68,samodejna,2011,,,,,,,,,
68,samodejna,2012,,,,,,,,,
68,samodejna,2013,,,,,,,,,
68,samodejna,2014,,,,,,,,,
68,samodejna,2015,,,,,,,,,
68,samodejna,2016,,,,,,,,,
68,samodejna,2017,,,,,,,,,
68,samodejna,2018,,,,,,,,,
68,samodejna,2019,,,,,,,,,
68,samodejna,2020,,,,,,,,,
68,samodejna,2021,,,,,,,,,
68,samodejna,2022,,,,,,,,,
73,podnebna,1961,,,,,,,,,
73,podnebna,1962,3830,3388,1961-10-05,1962-06-30,269,88,13,1,0
73,podnebna,1963,4073,3681,1962-07-01,1963-06-10,345,100,17,1,0
73,podnebna,1964,3794,2640,1963-09-28,1964-05-25,241,71,5,0,0
73,podnebna,1965,4030,3534,1964-10-07,1965-06-13,250,56,7,1,0
73,podnebna,1966,3625,3405,1965-07-11,1966-06-05,330,28,3,0,0
73,podnebna,1967,3598,3403,1966-08-28,1967-06-20,297,85,13,2,3
73,podnebna,1968,3538,3322,1967-09-14,1968-06-16,277,34,5,0,0
73,podnebna,1969,4032,3179,1968-07-20,1969-06-13,329,50,5,0,0
73,podnebna,1970,3829,3680,1969-07-11,1970-06-03,328,124,27,4,6
73,podnebna,1971,3738,3496,1970-10-02,1971-06-24,266,119,29,3,4
73,podnebna,1972,3737,3348,1971-09-10,1972-06-06,271,67,13,0,0
73,podnebna,1973,4062,3658,1972-09-14,1973-06-02,262,68,3,0,0
73,podnebna,1974,3740,3365,1973-09-25,1974-06-26,275,91,32,10,16
73,podnebna,1975,3789,3424,1974-09-24,1975-06-14,264,41,0,0,0
73,podnebna,1976,3611,3324,1975-10-10,1976-06-09,244,79,13,1,0
73,podnebna,1977,3411,3217,1976-09-04,1977-06-10,280,33,0,0,0
73,podnebna,1978,,,,,,,,,
73,podnebna,1979,,,,,,,,,
73,podnebna,1980,,,,,,,,,
73,podnebna,1981,,,,,,,,,
73,podnebna,1982,,,,,,,,,
73,podnebna,1983,,,,,,,,,
73,podnebna,1984,,,,,,,,,
73,podnebna,1985,,,,,,,,,
73,podnebna,1986,,,,,,,,,
73,podnebna,1987,,,,,,,,,
73,podnebna,1988,,,,,,,,,
73,podnebna,1989,,,,,,,,,
73,podnebna,1990,,,,,,,,,
73,podnebna,1991,,,,,,,,,
73,podnebna,1992,,,,,,,,,
73,podnebna,1993,,,,,,,,,
73,podnebna,1994,,,,,,,,,
73,podnebna,1995,,,,,,,,,
73,podnebna,1996,,,,,,,,,
73,podnebna,1997,,,,,,,,,
73,podnebna,1998,,,,,,,,,
73,podnebna,1999,,,,,,,,,
73,podnebna,2000,,,,,,,,,
73,podnebna,2001,,,,,,,,,
73,podnebna,2002,,,,,,,,,
73,podnebna,2003,,,,,,,,,
73,podnebna,2004,,,,,,,,,
73,podnebna,2005,,,,,,,,,
73,podnebna,2006,,,,,,,,,
73,podnebna,2007,,,,,,,,,
73,podnebna,2008,,,,,,,,,
73,podnebna,2009,,,,,,,,,
73,podnebna,2010,,,,,,,,,
73,podnebna,2011,,,,,,,,,
73,podnebna,2012,,,,,,,,,
73,podnebna,2013,,,,,,,,,
73,podnebna,2014,,,,,,,,,
73,podnebna,2015,,,,,,,,,
73,podnebna,2016,,,,,,,,,
73,podnebna,2017,,,,,,,,,
73,podnebna,2018,,,,,,,,,
73,podnebna,2019,,,,,,,,,
73,podnebna,2020,,,,,,,,,
73,podnebna,2021,,,,,,,,,
73,podnebna,2022,,,,,,,,,
75,samodejna,1961,,,,,,,,,
75,samodejna,1962,,,,,,,,,
75,samodejna,1963,,,,,,,,,
75,samodejna,1964,,,,,,,,,
75,samodejna,1965,,,,,,,,,
75,samodejna,1966,,,,,,,,,
75,samodejna,1967,,,,,,,,,
75,samodejna,1968,,,,,,,,,
75,samodejna,1969,,,,,,,,,
75,samodejna,1970,,,,,,,,,
75,samodejna,1971,,,,,,,,,
75,samodejna,1972,,,,,,,,,
75,samodejna,1973,,,,,,,,,
75,samodejna,1974,,,,,,,,,
75,samodejna,1975,,,,,,,,,
75,samodejna,1976,,,,,,,,,
75,samodejna,1977,,,,,,,,,
75,samodejna,1978,,,,,,,,,
75,samodejna,1979,,,,,,,,,
75,samodejna,1980,,,,,,,,,
75,samodejna,1981,,,,,,,,,
75,samodejna,1982,,,,,,,,,
75,samodejna,1983,,,,,,,,,
75,samodejna,1984,,,,,,,,,
75,samodejna,1985,,,,,,,,,
75,samodejna,1986,,,,,,,,,
75,samodejna,1987,,,,,,,,,
75,samodejna,1988,,,,,,,,,
75,samodejna,1989,,,,,,,,,
75,samodejna,1990,,,,,,,,,
75,samodejna,1991,,,,,,,,,
75,samodejna,1992,,,,,,,,,
75,samodejna,1993,,,,,,,,,
75,samodejna,1994,,,,,,,,,
75,samodejna,1995,,,,,,,,,
75,samodejna,1996,,,,,,,,,
75,samodejna,1997,,,,,,,,,
75,samodejna,1998,,,,,,,,,
75,samodejna,1999,,,,,,,,,
75,samodejna,2000,,,,,,,,,
75,samodejna,2001,,,,,,,,,
75,samodejna,2002,,,,,,,,,
75,samodejna,2003,,,,,,,,,
75,samodejna,2004,,,,,,,,,
75,samodejna,2005,,,,,,,,,
75,samodejna,2006,,,,,,,,,
75,samodejna,2007,,,,,,,,,
75,samodejna,2008,,,,,,,,,
75,samodejna,2009,,,,,,,,,
75,samodejna,2010,,,,,,,,,
75,samodejna,2011,,,,,,,,,
75,samodejna,2012,,,,,,,,,
75,samodejna,2013,,,,,,,,,
75,samodejna,2014,,,,,,,,,
75,samodejna,2015,,,,,,,,,
75,samodejna,2016,3879,3481,2015-09-08,2016-06-07,274,62,2,0,0
75,samodejna,2017,3902,3503,2016-09-23,2017-05-18,238,97,21,5,11
75,samodejna,2018,,,,,,,,,
75,samodejna,2019,3857,3394,2018-09-27,2019-06-02,249,104,19,4,5
75,samodejna,2020,3653,3302,2019-09-09,2020-06-17,283,56,3,0,0
75,samodejna,2021,4049,3641,2020-09-03,2021-06-05,276,93,15,1,0
75,samodejna,2022,,,,,,,,,
75,registrator,1961,,,,,,,,,
75,registrator,1962,,,,,,,,,
75,registrator,1963,,,,,,,,,
75,registrator,1964,,,,,,,,,
75,registrator,1965,,,,,,,,,
75,registrator,1966,,,,,,,,,
75,registrator,1967,,,,,,,,,
75,registrator,1968,,,,,,,,,
75,registrator,1969,,,,,,,,,
75,registrator,1970,,,,,,,,,
75,registrator,1971,,,,,,,,,
75,registrator,1972,,,,,,,,,
75,registrator,1973,,,,,,,,,
75,registrator,1974,,,,,,,,,
75,registrator,1975,,,,,,,,,
75,registrator,1976,,,,,,,,,
75,registrator,1977,,,,,,,,,
75,registrator,1978,,,,,,,,,
75,registrator,1979,,,,,,,,,
75,registrator,1980,,,,,,,,,
75,registrator,1981,,,,,,,,,
75,registrator,1982,,,,,,,,,
75,registrator,1983,,,,,,,,,
75,registrator,1984,,,,,,,,,
75,registrator,1985,,,,,,,,,
75,registrator,1986,,,,,,,,,
75,registrator,1987,,,,,,,,,
75,registrator,1988,,,,,,,,,
75,registrator,1989,,,,,,,,,
75,registrator,1990,,,,,,,,,
75,registrator,1991,,,,,,,,,
75,registrator,1992,,,,,,,,,
75,registrator,1993,,,,,,,,,
75,registrator,1994,,,,,,,,,
75,registrator,1995,,,,,,,,,
75,registrator,1996,,,,,,,,,
75,registrator,1997,,,,,,,,,
75,registrator,1998,,,,,,,,,
75,registrator,1999,,,,,,,,,
75,registrator,2000,,,,,,,,,
75,registrator,2001,,,,,,,,,
75,registrator,2002,,,,,,,,,
75,registrator,2003,,,,,,,,,
75,registrator,2004,,,,,,,,,
75,registrator,2005,,,,,,,,,
75,registrator,2006,,,,,,,,,
75,registrator,2007,,,,,,,,,
75,registrator,2008,,,,,,,,,
75,registrator,2009,,,,,,,,,
75,registrator,2010,,,,,,,,,
75,registrator,2011,,,,,,,,,
75,registrator,2012,,,,,,,,,
75,registrator,2013,,,,,,,,,
75,registrator,2014,,,,,,,,,
75,registrator,2015,,,,,,,,,
75,registrator,2016,,,,,,,,,
75,registrator,2017,,,,,,,,,
75,registrator,2018,,,,,,,,,
75,registrator,2019,,,,,,,,,
75,registrator,2020,,,,,,,,,
75,registrator,2021,,,,,,,,,
75,registrator,2022,,,,,,,,,
76,podnebna,1961,4322,3955,1960-07-02,1961-06-20,354,21,0,0,0
76,podnebna,1962,4734,4377,1961-07-08,1962-06-30,358,23,0,0,0
76,podnebna,1963,5123,4692,1962-07-01,1963-06-23,358,27,1,0,0
76,podnebna,1964,4468,4171,1963-07-30,1964-06-01,308,19,0,0,0
76,podnebna,1965,4792,4362,1964-07-03,1965-06-21,354,22,2,0,0
76,podnebna,1966,4519,4136,1965-07-08,1966-06-24,352,8,0,0,0
76,podnebna,1967,4500,4236,1966-07-10,1967-06-22,348,23,0,0,0
76,podnebna,1968,4231,3971,1967-09-13,1968-06-19,281,17,3,1,0
76,podnebna,1969,4693,4441,1968-07-19,1969-06-30,347,18,1,0,0
76,podnebna,1970,4824,4385,1969-07-01,1970-06-09,344,23,0,0,0
76,podnebna,1971,4584,4441,1970-07-06,1971-06-30,360,29,1,0,0
76,podnebna,1972,4440,4071,1971-07-01,1972-06-21,357,21,0,0,0
76,podnebna,1973,4752,4382,1972-07-04,1973-06-26,358,13,0,0,0
76,podnebna,1974,4397,4158,1973-07-27,1974-06-27,336,39,5,0,0
76,podnebna,1975,4413,4085,1974-07-21,1975-06-23,338,8,0,0,0
76,podnebna,1976,4291,4038,1975-07-02,1976-06-09,344,19,0,0,0
76,podnebna,1977,4329,4124,1976-07-28,1977-06-30,338,2,0,0,0
76,podnebna,1978,4796,4353,1977-07-29,1978-06-30,337,1,0,0,0
76,podnebna,1979,4710,4262,1978-07-01,1979-06-24,359,6,0,0,0
76,podnebna,1980,4964,4469,1979-07-04,1980-06-30,363,10,0,0,0
76,podnebna,1981,4767,4265,1980-07-01,1981-06-30,365,11,1,0,0
76,podnebna,1982,4673,4247,1981-07-22,1982-06-23,337,7,0,0,0
76,podnebna,1983,4104,3785,1982-08-24,1983-06-25,306,43,5,1,0
76,podnebna,1984,4867,4411,1983-08-06,1984-06-30,330,8,0,0,0
76,podnebna,1985,4839,4490,1984-07-01,1985-06-30,365,31,0,0,0
76,podnebna,1986,4471,4134,1985-08-09,1986-06-16,312,20,0,0,0
76,podnebna,1987,4840,4398,1986-07-10,1987-06-27,353,20,0,0,0
76,podnebna,1988,4296,3884,1987-09-30,1988-06-30,275,40,3,0,0
76,podnebna,1989,4304,3982,1988-07-17,1989-06-27,346,11,0,0,0
76,podnebna,1990,4126,3805,1989-08-03,1990-06-20,322,13,0,0,0
76,podnebna,1991,4777,4357,1990-07-05,1991-06-30,361,34,1,0,0
76,podnebna,1992,4230,3924,1991-07-01,1992-06-16,352,63,7,1,0
76,podnebna,1993,4195,3833,1992-09-04,1993-06-30,300,38,2,0,0
76,podnebna,1994,4510,4078,1993-07-15,1994-06-23,344,48,2,0,0
76,podnebna,1995,4474,4006,1994-09-05,1995-06-28,297,15,0,0,0
76,podnebna,1996,4780,4346,1995-08-30,1996-06-29,305,9,0,0,0
76,podnebna,1997,4496,4114,1996-07-11,1997-06-08,333,6,0,0,0
76,podnebna,1998,4150,3799,1997-09-17,1998-06-20,277,77,13,1,0
76,podnebna,1999,4420,4046,1998-08-31,1999-06-26,300,16,0,0,0
76,podnebna,2000,4066,3809,1999-09-05,2000-06-30,300,30,0,0,0
76,podnebna,2001,4051,3719,2000-07-15,2001-06-21,342,21,0,0,0
76,podnebna,2002,4458,3976,2001-09-02,2002-06-14,286,29,2,0,0
76,podnebna,2003,4288,3932,2002-08-12,2003-05-25,287,91,7,0,0
76,podnebna,2004,,,,,,,,,
76,podnebna,2005,4515,4102,2004-09-03,2005-06-16,287,22,0,0,0
76,podnebna,2006,4912,4431,2005-07-10,2006-06-14,340,68,10,1,0
76,podnebna,2007,3698,3337,2006-08-05,2007-06-05,305,37,6,0,0
76,podnebna,2008,,,,,,,,,
76,podnebna,2009,4249,3841,,,,43,1,0,0
76,podnebna,2010,4361,3965,2009-09-08,2010-06-26,292,48,4,0,0
76,podnebna,2011,4304,3860,2010-08-31,2011-06-15,289,44,3,0,0
76,podnebna,2012,4129,3743,2011-07-27,2012-06-17,327,81,6,0,0
76,podnebna,2013,4444,3949,2012-09-16,2013-06-30,288,70,12,0,0
76,podnebna,2014,3939,3421,2013-08-31,2014-06-24,298,16,1,0,0
76,podnebna,2015,4023,3622,2014-08-17,2015-06-27,315,105,17,0,0
76,podnebna,2016,4087,3578,2015-08-22,2016-06-16,300,32,0,0,0
76,podnebna,2017,4078,3635,2016-08-13,2017-05-29,290,77,13,1,0
76,podnebna,2018,4141,3740,2017-08-23,2018-06-28,310,54,2,0,0
76,podnebna,2019,3996,3516,2018-09-27,2019-06-03,250,103,15,3,5
76,podnebna,2020,3841,3379,2019-09-09,2020-06-14,280,48,2,0,0
76,podnebna,2021,4262,3786,2020-09-03,2021-06-05,276,55,1,0,0
76,podnebna,2022,,,,,,,,,
76,registrator,1961,,,,,,,,,
76,registrator,1962,,,,,,,,,
76,registrator,1963,,,,,,,,,
76,registrator,1964,,,,,,,,,
76,registrator,1965,,,,,,,,,
76,registrator,1966,,,,,,,,,
76,registrator,1967,,,,,,,,,
76,registrator,1968,,,,,,,,,
76,registrator,1969,,,,,,,,,
76,registrator,1970,,,,,,,,,
76,registrator,1971,,,,,,,,,
76,registrator,1972,,,,,,,,,
76,registrator,1973,,,,,,,,,
76,registrator,1974,,,,,,,,,
76,registrator,1975,,,,,,,,,
76,registrator,1976,,,,,,,,,
76,registrator,1977,,,,,,,,,
76,registrator,1978,,,,,,,,,
76,registrator,1979,,,,,,,,,
76,registrator,1980,,,,,,,,,
76,registrator,1981,,,,,,,,,
76,registrator,1982,,,,,,,,,
76,registrator,1983,,,,,,,,,
76,registrator,1984,,,,,,,,,
76,registrator,1985,,,,,,,,,
76,registrator,1986,,,,,,,,,
76,registrator,1987,,,,,,,,,
76,registrator,1988,,,,,,,,,
76,registrator,1989,,,,,,,,,
76,registrator,1990,,,,,,,,,
76,registrator,1991,,,,,,,,,
76,registrator,1992,,,,,,,,,
76,registrator,1993,,,,,,,,,
76,registrator,1994,,,,,,,,,
76,registrator,1995,,,,,,,,,
76,registrator,1996,,,,,,,,,
76,registrator,1997,,,,,,,,,
76,registrator,1998,,,,,,,,,
76,registrator,1999,,,,,,,,,
76,registrator,2000,,,,,,,,,
76,registrator,2001,,,,,,,,,
76,registrator,2002,,,,,,,,,
76,registrator,2003,,,,,,,,,
76,registrator,2004,,,,,,,,,
76,registrator,2005,,,,,,,,,
76,registrator,2006,,,,,,,,,
76,registrator,2007,,,,,,,,,
76,registrator,2008,,,,,,,,,
76,registrator,2009,,,,,,,,,
76,registrator,2010,,,,,,,,,
76,registrator,2011,,,,,,,,,
76,registrator,2012,,,,,,,,,
76,registrator,2013,,,,,,,,,
76,registrator,2014,,,,,,,,,
76,registrator,2015,,,,,,,,,
76,registrator,2016,,,,,,,,,
76,registrator,2017,,,,,,,,,
76,registrator,2018,,,,,,,,,
76,registrator,2019,,,,,,,,,
76,registrator,2020,,,,,,,,,
76,registrator,2021,,,,,,,,,
76,registrator,2022,,,,,,,,,
76,registrator,1961,,,,,,,,,
76,registrator,1962,,,,,,,,,
76,registrator,1963,,,,,,,,,
76,registrator,1964,,,,,,,,,
76,registrator,1965,,,,,,,,,
76,registrator,1966,,,,,,,,,
76,registrator,1967,,,,,,,,,
76,registrator,1968,,,,,,,,,
76,registrator,1969,,,,,,,,,
76,registrator,1970,,,,,,,,,
76,registrator,1971,,,,,,,,,
76,registrator,1972,,,,,,,,,
76,registrator,1973,,,,,,,,,
76,registrator,1974,,,,,,,,,
76,registrator,1975,,,,,,,,,
76,registrator,1976,,,,,,,,,
76,registrator,1977,,,,,,,,,
76,registrator,1978,,,,,,,,,
76,registrator,1979,,,,,,,,,
76,registrator,1980,,,,,,,,,
76,registrator,1981,,,,,,,,,
76,registrator,1982,,,,,,,,,
76,registrator,1983,,,,,,,,,
76,registrator,1984,,,,,,,,,
76,registrator,1985,,,,,,,,,
76,registrator,1986,,,,,,,,,
76,registrator,1987,,,,,,,,,
76,registrator,1988,,,,,,,,,
76,registrator,1989,,,,,,,,,
76,registrator,1990,,,,,,,,,
76,registrator,1991,,,,,,,,,
76,registrator,1992,,,,,,,,,
76,registrator,1993,,,,,,,,,
76,registrator,1994,,,,,,,,,
76,registrator,1995,,,,,,,,,
76,registrator,1996,,,,,,,,,
76,registrator,1997,,,,,,,,,
76,registrator,1998,,,,,,,,,
76,registrator,1999,,,,,,,,,
76,registrator,2000,,,,,,,,,
76,registrator,2001,,,,,,,,,
76,registrator,2002,,,,,,,,,
76,registrator,2003,,,,,,,,,
76,registrator,2004,,,,,,,,,
76,registrator,2005,,,,,,,,,
76,registrator,2006,,,,,,,,,
76,registrator,2007,,,,,,,,,
76,registrator,2008,,,,,,,,,
76,registrator,2009,,,,,,,,,
76,registrator,2010,,,,,,,,,
76,registrator,2011,,,,,,,,,
76,registrator,2012,,,,,,,,,
76,registrator,2013,,,,,,,,,
76,registrator,2014,,,,,,,,,
76,registrator,2015,,,,,,,,,
76,registrator,2016,,,,,,,,,
76,registrator,2017,,,,,,,,,
76,registrator,2018,,,,,,,,,
76,registrator,2019,,,,,,,,,
76,registrator,2020,,,,,,,,,
76,registrator,2021,,,,,,,,,
76,registrator,2022,,,,,,,,,
85,podnebna,1961,3272,2988,1960-09-03,1961-06-08,279,59,3,0,0
85,podnebna,1962,3658,3350,1961-08-01,1962-06-16,320,67,5,0,0
85,podnebna,1963,3912,3611,1962-07-03,1963-06-04,337,76,11,1,0
85,podnebna,1964,3614,3264,1963-08-24,1964-05-31,282,67,6,0,0
85,podnebna,1965,3850,3475,1964-09-24,1965-06-22,272,30,4,0,0
85,podnebna,1966,3618,3263,1965-07-08,1966-06-09,337,25,4,1,0
85,podnebna,1967,3453,3210,1966-08-27,1967-06-19,297,73,6,0,0
85,podnebna,1968,3510,3159,1967-09-14,1968-06-15,276,51,10,3,5
85,podnebna,1969,3786,3497,1968-07-20,1969-06-13,329,48,2,0,0
85,podnebna,1970,3872,3555,1969-07-14,1970-06-08,330,60,4,0,0
85,podnebna,1971,3736,3315,1970-07-18,1971-06-22,340,36,3,0,0
85,podnebna,1972,,,,,,,,,
85,podnebna,1973,3899,3439,1972-09-14,1973-06-05,265,31,2,0,0
85,podnebna,1974,3615,3232,1973-07-28,1974-06-18,326,61,9,2,6
85,podnebna,1975,3658,3263,1974-09-26,1975-06-13,261,39,2,0,0
85,podnebna,1976,3735,3261,1975-10-08,1976-06-23,260,51,2,0,0
85,podnebna,1977,3518,3210,1976-08-22,1977-06-30,313,18,0,0,0
85,podnebna,1978,3851,3466,1977-07-29,1978-06-30,337,20,1,0,0
85,podnebna,1979,3776,3392,1978-07-01,1979-05-31,335,41,2,0,0
85,podnebna,1980,3849,3554,1979-08-14,1980-06-30,322,43,4,0,0
85,podnebna,1981,3848,3621,1980-07-24,1981-06-28,340,38,3,0,0
85,podnebna,1982,3757,3396,1981-07-22,1982-06-18,332,67,4,1,0
85,podnebna,1983,3450,3004,1982-08-24,1983-06-20,301,82,12,0,0
85,podnebna,1984,3875,3424,1983-09-06,1984-06-16,285,22,1,0,0
85,podnebna,1985,3867,3530,1984-07-06,1985-06-27,357,75,14,1,0
85,podnebna,1986,3679,3087,1985-09-10,1986-06-10,274,70,3,1,0
85,podnebna,1987,,,,,,,,,
85,podnebna,1988,3428,3105,1987-08-08,1988-06-12,310,82,10,1,3
85,podnebna,1989,3378,3148,1988-09-05,1989-06-13,282,52,5,1,0
85,podnebna,1990,3406,3044,1989-08-04,1990-06-20,321,51,5,1,3
85,podnebna,1991,3715,3402,1990-09-09,1991-06-30,295,100,12,1,0
85,podnebna,1992,,,,,,,,,
85,podnebna,1993,,,,,,,,,
85,podnebna,1994,,,,,,,,,
